City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Boa Vista,BR,2.8197,-60.6733,80.58,83,75,3.44,broken clouds
450,Abu Samrah,SY,35.3029,37.1841,59.85,71,88,21.68,overcast clouds
451,Alofi,NU,-19.0595,-169.9187,85.89,58,75,16.11,broken clouds
452,Gumdag,TM,39.2061,54.5906,61.9,33,95,8.68,overcast clouds
453,Burgersdorp,ZA,-30.9977,26.3286,55.36,79,14,5.41,few clouds
454,Cassia,BR,-20.5831,-46.9219,67.82,97,52,2.55,broken clouds
455,Adrar,MR,20.5022,-10.0711,63.9,19,72,10.98,broken clouds
456,Rongcheng,CN,30.634,117.8517,39.42,55,0,1.88,clear sky
457,San Juan De Uraba,CO,8.7592,-76.5297,74.89,93,81,7.16,broken clouds
458,Vuktyl,RU,63.8567,57.3094,10.45,92,100,15.68,snow
459,Kamenka,RU,51.3223,42.7678,33.75,79,98,5.26,light snow
460,Lakes Entrance,AU,-37.8811,147.981,84.58,53,55,4.61,broken clouds
461,Olafsvik,IS,64.8945,-23.7142,28.9,58,90,4.03,light snow
462,Singaraja,ID,-8.112,115.0882,77.97,84,100,7.45,moderate rain
463,Bilma,NE,18.6853,12.9164,71.13,27,50,13.02,scattered clouds
464,Yulara,AU,-25.2406,130.9889,91.24,17,0,5.75,clear sky
465,Terme,TR,41.2092,36.9739,54.97,72,94,16.49,overcast clouds
466,Black River,JM,18.0264,-77.8487,78.8,79,100,1.81,overcast clouds
467,Aksu,CN,41.1231,80.2644,23.67,53,32,2.28,scattered clouds
468,Lukaya,UG,-0.1489,31.8748,64.76,83,96,3.47,overcast clouds
469,Taltal,CL,-25.4,-70.4833,62.26,80,26,4.0,scattered clouds
470,Mandal,IN,25.45,74.5667,63.79,47,100,5.21,overcast clouds
471,Ballina,AU,-28.8667,153.5667,69.98,99,100,4.36,moderate rain
472,Maceio,BR,-9.6658,-35.7353,79.57,82,79,12.37,broken clouds
473,Aracati,BR,-4.5617,-37.7697,80.82,75,100,11.12,overcast clouds
474,Soyo,AO,-6.1349,12.3689,77.72,91,96,5.39,overcast clouds
475,Ornskoldsvik,SE,63.2909,18.7153,7.75,85,85,4.61,overcast clouds
476,Pizarro,CO,4.9533,-77.366,75.2,92,100,4.0,overcast clouds
477,Mitchell,US,43.7094,-98.0298,49.98,61,90,5.99,overcast clouds
478,Muros,ES,42.7762,-9.0603,55.99,95,100,6.55,overcast clouds
479,Sines,PT,37.9562,-8.8698,52.29,83,9,1.99,clear sky
480,Krasnaya Gora,RU,52.9995,31.6023,30.11,85,91,10.07,overcast clouds
481,Ulaanbaatar,MN,47.9077,106.8832,6.71,85,5,2.21,clear sky
482,Laguna,US,38.421,-121.4238,69.91,71,1,1.01,clear sky
483,Segovia,ES,41.1667,-4.0,36.43,79,8,4.72,clear sky
484,Sharjah,AE,25.3573,55.4033,71.58,75,0,3.44,clear sky
485,Frontera,MX,26.9333,-101.45,71.33,48,40,11.5,scattered clouds
486,Dondo,MZ,-19.6094,34.7431,66.9,94,3,2.89,clear sky
487,Barmer,IN,25.75,71.3833,69.21,39,100,4.97,overcast clouds
488,Sal Rei,CV,16.1833,-22.9167,72.16,64,100,20.07,overcast clouds
489,Batemans Bay,AU,-35.7167,150.1833,85.19,63,95,7.45,overcast clouds
490,Chokurdakh,RU,70.6333,147.9167,-13.56,98,99,6.2,overcast clouds
491,Saint Anthony,US,45.0205,-93.218,40.82,53,1,0.0,clear sky
492,Lisala,CD,2.15,21.5167,66.92,99,97,1.9,overcast clouds
493,Basirpur,PK,30.5832,73.829,60.35,30,98,1.41,overcast clouds
494,Mastic Beach,US,40.7668,-72.8521,41.32,78,90,3.0,overcast clouds
495,Smithers,CA,54.7804,-127.1743,37.72,93,90,3.44,light rain
496,Antofagasta,CL,-23.65,-70.4,63.68,80,25,3.94,scattered clouds
497,Maniitsoq,GL,65.4167,-52.9,30.74,81,100,10.67,overcast clouds
498,Poum,NC,-20.2333,164.0167,81.93,77,14,14.36,few clouds
499,Axim,GH,4.8699,-2.2405,79.27,83,78,7.05,broken clouds
500,Lima Duarte,BR,-21.8425,-43.7931,61.27,96,97,3.31,moderate rain
501,Along,IN,28.1667,94.7667,51.94,63,52,1.9,broken clouds
502,Raga,SS,8.4596,25.678,80.31,54,71,4.12,broken clouds
503,Vostok,RU,46.4856,135.8833,6.4,96,100,6.51,snow
504,Paka,MY,4.6374,103.4368,76.93,100,40,0.0,scattered clouds
505,Komsomolskiy,UZ,40.4272,71.7189,33.22,69,0,2.3,clear sky
506,Rancho Palos Verdes,US,33.7445,-118.387,86.38,76,20,1.01,haze
507,Sembe,CG,1.6481,14.5806,71.06,94,67,2.06,broken clouds
508,Meulaboh,ID,4.1363,96.1285,75.49,88,85,0.2,light rain
509,Friesoythe,DE,53.0167,7.85,48.16,97,99,12.77,light rain
510,Timaru,NZ,-44.4,171.25,58.06,97,100,5.99,overcast clouds
511,Pangnirtung,CA,66.1451,-65.7125,13.03,96,100,2.66,overcast clouds
512,Inirida,CO,3.8653,-67.9239,74.66,97,99,3.58,overcast clouds
513,Solon,US,41.3898,-81.4412,42.85,80,90,5.99,overcast clouds
514,Palaikastron,GR,35.2,26.25,59.76,52,26,31.54,scattered clouds
515,Matiri,TZ,-10.75,34.9,64.2,73,10,3.89,clear sky
516,Preston,GB,53.7667,-2.7167,51.15,93,100,8.99,light rain
517,Bandarbeyla,SO,9.4942,50.8122,75.34,70,40,14.72,scattered clouds
518,Murfreesboro,US,35.8456,-86.3903,53.44,75,40,0.0,scattered clouds
519,San Luis,AR,-33.295,-66.3356,58.69,88,75,32.21,broken clouds
520,Andenes,NO,69.3143,16.1194,15.78,79,20,6.91,few clouds
521,Tikhvin,RU,59.6451,33.5294,22.21,96,100,6.29,light snow
522,San Rafael,AR,-34.6177,-68.3301,62.04,76,96,6.71,overcast clouds
523,Hovd,MN,48.0056,91.6419,15.4,61,13,1.19,few clouds
524,Dolores,AR,-36.3132,-57.6792,57.81,60,4,12.91,clear sky
525,College,US,64.8569,-147.8028,-0.74,77,75,5.75,broken clouds
526,Raglan,NZ,-37.8,174.8833,78.1,70,84,5.21,broken clouds
527,Marawi,PH,7.9986,124.2928,70.65,85,97,2.77,overcast clouds
528,Half Moon Bay,US,37.4636,-122.4286,73.72,61,40,0.0,scattered clouds
529,Barra Do Garcas,BR,-15.89,-52.2567,77.58,88,40,4.61,light rain
530,Sisophon,KH,13.5859,102.9737,69.46,73,99,10.29,overcast clouds
531,Asau,RO,46.4333,26.4,39.76,49,57,26.02,broken clouds
532,Laela,TZ,-8.5667,32.05,68.04,62,75,4.81,broken clouds
533,Coruripe,BR,-10.1256,-36.1756,79.48,80,66,14.29,broken clouds
534,Norman Wells,CA,65.282,-126.8329,-27.36,68,75,5.75,light snow
535,Cabo Rojo,PR,18.0866,-67.1457,79.97,90,79,6.62,broken clouds
536,Rawson,AR,-43.3002,-65.1023,70.18,37,5,27.31,clear sky
537,Roma,US,43.2128,-75.4557,37.67,92,90,4.61,light snow
538,Egvekinot,RU,66.3167,-179.1667,-16.37,84,7,7.09,clear sky
539,Bellaire,US,29.7058,-95.4588,68.49,72,20,12.66,few clouds
540,Biak,ID,-0.9131,122.8766,78.94,70,100,0.92,overcast clouds
541,Sorland,NO,67.667,12.6934,31.08,77,100,14.18,light snow
542,Grindavik,IS,63.8424,-22.4338,30.67,74,75,8.05,broken clouds
543,Charagua,BO,-19.8,-63.2167,71.98,55,100,4.27,overcast clouds
544,Ixtapa,MX,20.7,-105.2,80.22,74,75,8.05,broken clouds
545,Toamasina,MG,-18.1667,49.3833,69.8,94,20,1.14,few clouds
546,Bo Phloi,TH,14.3236,99.5161,72.34,51,100,15.46,overcast clouds
547,Rincon De La Victoria,ES,36.7172,-4.2758,54.36,68,2,5.06,clear sky
548,Tranas,SE,58.0372,14.9782,18.63,85,41,4.14,scattered clouds
549,Ereymentau,KZ,51.6199,73.1033,8.89,89,5,8.01,clear sky
550,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,10.99,79,75,6.71,broken clouds
551,San Patricio,US,28.017,-97.5169,69.84,73,83,7.76,broken clouds
552,San Juan,AR,-31.5375,-68.5364,82.17,22,46,8.77,scattered clouds
553,Tombouctou,ML,20.0,-3.0,70.47,15,100,13.2,overcast clouds
554,Sundumbili,ZA,-29.1337,31.3975,68.31,79,86,12.84,overcast clouds
555,Kirkenes,NO,69.7271,30.0458,22.15,93,0,4.61,clear sky
556,Tapes,BR,-30.6733,-51.3958,67.69,80,52,11.27,broken clouds
557,Ascension,US,30.2169,-90.9001,61.03,68,1,0.0,clear sky
558,Itamarandiba,BR,-17.8572,-42.8589,67.62,89,86,1.63,overcast clouds
559,Jertih,MY,5.7336,102.4897,78.67,95,98,2.91,heavy intensity rain
560,Hamilton,US,39.1834,-84.5333,47.59,69,1,1.01,clear sky
561,Manokwari,ID,-0.8667,134.0833,83.59,72,99,3.56,overcast clouds
562,Sabang,ID,5.8933,95.3214,79.5,81,89,11.68,overcast clouds
563,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,81,20,5.99,few clouds
564,Anchorage,US,61.2181,-149.9003,25.29,89,90,4.0,snow
565,Colchester,GB,51.8892,0.9042,53.04,84,100,24.2,moderate rain
566,Zhangjiakou,CN,40.81,114.8794,21.11,57,1,3.91,clear sky
567,Jiazi,CN,22.8779,116.067,54.79,43,2,10.42,clear sky
568,Lovozero,RU,68.005,35.0117,20.82,71,100,25.7,overcast clouds
569,Mamallapuram,IN,12.6264,80.1722,81.05,85,15,9.55,few clouds
570,General Pico,AR,-35.6566,-63.7568,66.34,46,87,8.37,light rain
571,Matagami,CA,49.7502,-77.6328,23.11,100,90,9.22,light snow
572,Lasa,IT,46.6166,10.7002,41.74,92,58,6.89,broken clouds
573,Tutoia,BR,-2.7619,-42.2744,81.03,78,99,12.12,overcast clouds
574,Ignalina,LT,55.35,26.1667,17.1,91,87,7.81,overcast clouds
575,Severnyy,RU,50.677,36.5532,30.24,64,75,8.95,broken clouds
576,Isabela,PH,6.7085,121.9711,80.65,78,94,6.02,overcast clouds
577,Leh,IN,34.1667,77.5833,14.14,51,5,3.22,clear sky
578,Mukhen,RU,48.1,136.1,12.11,94,100,9.98,snow
579,Brae,GB,60.3964,-1.353,37.31,74,100,16.49,overcast clouds
580,Aklavik,CA,68.2191,-135.0107,-28.37,67,20,0.0,few clouds
581,Faya,SA,18.3851,42.4509,48.31,39,0,5.57,clear sky
582,Sioux Lookout,CA,50.1001,-91.917,14.07,79,75,3.44,broken clouds
583,Yacuiba,BO,-22.038,-63.6797,77.59,43,83,3.78,broken clouds
584,Yarada,IN,17.65,83.2667,70.12,78,68,2.3,mist
585,Nouadhibou,MR,20.931,-17.0347,64.38,59,0,14.97,clear sky
586,Kondrovo,RU,54.8064,35.9278,30.69,78,100,15.5,overcast clouds
587,Camiri,BO,-20.05,-63.5167,73.94,52,100,2.66,overcast clouds
588,Peranamallur,IN,12.5667,79.4333,72.54,93,60,6.06,broken clouds
589,Santa Cruz De Tenerife,ES,28.4682,-16.2546,69.28,80,0,3.44,clear sky
590,Sao Borja,BR,-28.6606,-56.0044,65.95,48,0,7.11,clear sky
591,Agropoli,IT,40.3469,14.9966,49.28,66,8,1.48,clear sky
592,Kaz,RU,52.9113,87.3105,14.56,92,37,3.02,scattered clouds
593,Tautira,PF,-17.7333,-149.15,84.22,77,100,20.89,light rain
594,El Roble,CO,9.1019,-75.1951,75.9,92,87,8.12,overcast clouds
595,Robertsport,LR,6.7533,-11.3686,80.98,77,54,5.95,light rain
596,Sechura,PE,-5.5569,-80.8222,69.35,75,71,15.41,broken clouds
597,Potoru,SL,7.5072,-11.4786,74.66,94,48,1.54,light rain
598,Pampa,US,35.5362,-100.9599,56.35,47,1,4.61,clear sky
599,Aranos,NA,-24.1333,19.1167,67.93,19,0,5.37,clear sky
600,Nabire,ID,-3.3667,135.4833,83.12,73,98,1.23,overcast clouds
601,Ostrovnoy,RU,68.0531,39.5131,25.77,61,100,35.46,overcast clouds
602,Tigzirt,DZ,36.8886,4.1198,55.47,79,28,6.42,scattered clouds
603,Wewak,PG,-3.5534,143.6268,81.46,81,95,4.45,overcast clouds
604,Collie,AU,-33.3667,116.15,56.98,51,88,2.44,overcast clouds
605,Ulaangom,MN,49.9811,92.0667,8.94,76,86,3.96,overcast clouds
606,Areia Branca,BR,-4.9561,-37.1369,80.98,78,97,17.2,overcast clouds
607,Codajas,BR,-3.8367,-62.0569,76.06,95,100,2.15,heavy intensity rain
608,Luanda,AO,-8.8368,13.2343,77.5,81,100,7.2,overcast clouds
609,Gravdal,NO,68.1214,13.5031,26.29,72,86,6.62,overcast clouds
610,Semnan,IR,35.5729,53.3971,48.52,53,57,1.41,broken clouds
611,Beringovskiy,RU,63.05,179.3167,15.82,91,100,7.7,overcast clouds
612,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,78.51,42,54,0.09,broken clouds
613,Coahuayana,MX,18.7333,-103.6833,83.68,78,78,3.44,broken clouds
614,Envira,BR,-7.3,-70.2167,70.63,100,100,0.58,overcast clouds
615,Yining,CN,29.0361,114.5636,40.12,52,0,1.7,clear sky
616,Palmer,US,42.1584,-72.3287,35.53,71,90,3.0,overcast clouds
617,Lata,PT,40.1629,-8.3327,49.82,80,2,2.08,clear sky
618,Alihe,CN,50.5667,123.7167,-0.04,94,5,3.11,clear sky
619,Makakilo City,US,21.3469,-158.0858,84.52,61,20,14.97,light rain
620,Yichun,CN,47.7,128.9,2.43,86,99,8.39,overcast clouds
621,Thinadhoo,MV,0.5333,72.9333,82.06,75,26,9.42,scattered clouds
622,Isoka,ZM,-10.1606,32.6335,65.88,69,21,2.37,few clouds
623,Ulety,RU,51.3572,112.4849,17.58,79,55,10.42,broken clouds
624,Kapustin Yar,RU,48.5831,45.7372,44.94,98,73,1.72,light rain
625,Puerto Escondido,MX,15.85,-97.0667,83.23,65,1,5.75,clear sky
626,North Bend,US,43.4065,-124.2243,59.86,88,1,3.44,clear sky
627,Yuanping,CN,38.7153,112.7575,23.97,36,11,2.35,few clouds
628,Kargasok,RU,59.0556,80.8572,19.92,97,100,4.18,overcast clouds
629,Treinta Y Tres,UY,-33.2333,-54.3833,61.03,88,2,8.57,clear sky
630,Boddam,GB,57.4667,-1.7833,46.38,85,100,21.99,overcast clouds
631,Hongjiang,CN,27.11,109.9956,44.38,72,1,2.86,clear sky
632,Aldergrove,CA,49.058,-122.4709,52.95,95,90,1.99,moderate rain
633,Storforshei,NO,66.4043,14.5233,3.52,88,46,4.41,scattered clouds
634,Guerrero Negro,MX,27.9769,-114.0611,67.41,68,0,10.51,clear sky
635,Namatanai,PG,-3.6667,152.4333,85.21,65,80,8.01,broken clouds
636,Benjamin Constant,BR,-4.3831,-70.0311,75.33,86,86,1.39,moderate rain
637,Sosnogorsk,RU,63.6023,53.8817,15.39,94,100,12.15,snow
638,Xichang,CN,27.8964,102.2634,47.7,90,100,1.25,overcast clouds
639,Ugoofaaru,MV,5.6667,73.0,81.66,77,63,9.55,broken clouds
640,Abonnema,NG,4.7084,6.7931,78.42,86,46,4.88,scattered clouds
641,Ajdabiya,LY,30.7554,20.2263,64.24,48,98,16.33,overcast clouds
642,Wyndham,US,37.6985,-77.6125,51.94,51,1,5.99,clear sky
643,Teahupoo,PF,-17.8333,-149.2667,78.76,78,100,21.25,light rain
644,Landsberg,PL,52.7368,15.2288,38.59,79,100,4.0,overcast clouds
645,Dalmatovo,RU,56.26,62.9362,32.49,95,100,17.49,snow
646,Yelizovo,RU,53.1873,158.3805,12.34,79,75,6.71,broken clouds
647,Dharchula,IN,29.85,80.5333,56.35,20,100,4.32,overcast clouds
648,Port Lincoln,AU,-34.7333,135.8667,63.84,68,39,13.94,scattered clouds
649,Zunyi,CN,27.6867,106.9072,41.95,86,11,2.19,few clouds
650,Waingapu,ID,-9.6567,120.2641,81.39,72,100,2.77,overcast clouds
651,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,63.12,91,25,8.75,scattered clouds
652,Koungheul,SN,13.9833,-14.8,80.15,21,34,6.51,scattered clouds
653,Nushki,PK,29.5542,66.0215,51.53,38,49,2.28,scattered clouds
654,Aberdeen,GB,57.1437,-2.0981,46.49,92,100,12.66,overcast clouds
655,Badou,TG,7.5833,0.6,75.79,70,63,2.95,broken clouds
656,Anori,BR,-3.7728,-61.6442,76.46,94,100,2.08,heavy intensity rain
657,Mehkerek,HU,46.7833,21.45,38.95,96,100,20.18,light rain
658,Annau,TM,37.8876,58.516,54.9,38,6,6.91,clear sky
659,Sao Francisco,BR,-15.9486,-44.8644,74.91,78,88,4.85,light rain
660,Lanzhou,CN,36.0564,103.7922,13.28,48,0,1.25,clear sky
661,Cabatuan,PH,10.8794,122.486,79.43,74,100,3.91,overcast clouds
662,Lakatoro,VU,-16.0999,167.4164,85.33,67,13,2.95,few clouds
663,Evensk,RU,61.95,159.2333,1.87,92,100,7.65,overcast clouds
664,Karratha,AU,-20.7377,116.8463,92.5,22,16,12.17,few clouds
665,Ust-Omchug,RU,61.15,149.6333,-39.24,100,50,0.94,scattered clouds
666,Ayotzintepec,MX,17.6667,-96.1333,69.13,93,36,0.07,scattered clouds
667,Balkanabat,TM,39.5108,54.3671,66.52,29,97,10.02,overcast clouds
668,Svetlyy,RU,54.675,20.1347,36.97,67,69,10.13,broken clouds
669,Rio Grande,BR,-32.035,-52.0986,65.95,85,8,16.37,clear sky
670,Port Augusta,AU,-32.5,137.7667,93.7,45,5,13.56,clear sky
671,Yerbogachen,RU,61.2767,108.0108,6.57,96,98,0.83,light snow
672,Tokur,RU,53.1333,132.9,-15.02,100,100,3.42,overcast clouds
673,Cao Bang,VN,22.6667,106.25,54.25,77,73,2.57,broken clouds
674,Tselinnoye,RU,53.0833,85.6667,9.79,87,23,3.51,few clouds
